name,occurrences,essays
"Murat- contessa","1","«I racconti di Mamma l'Oca» di Charles Perrault;"
"Murger Henri","1","La «Biblioteca romantica» Mondadori;"
"Murillo Bartolomé Esteban","1","Luis Buñuel;"
"Murry John Middleton","1","I livelli della realtà in letteratura;"
"Muscetta Carlo","2","Questionario 1956;"
"Musil Robert","13","Natura e storia nel romanzo;Il mare dell'oggettività;La sfida al labirinto;3. Esattezza;5. Molteplicità;Appendice: Cominciare e finire;Ricordo di Bobi Bazlen;Risposte a 9 domande sul romanzo;Del prendere posizione;Intervista di Alberto Arbasino;"
"Musset Alfred de","2","Scrittori che disegnano;La «Biblioteca romantica» Mondadori;"
"Mussolini Benito","22","II «Pasticciaccio»;La paura di sbagliare;Eluard missionario, Ford democristiano, Mosca monarchico;Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;La storia dei sette fratelli Cervi;Quaderno americano;Autobiografia politica giovanile;I ritratti del Duce;"
"Myrdal Gunnar","1","L'antitesi operaia;"
"Nabokov Vladimir Vladimirovič","6","La sfida al labirinto;Il sigaro di Groucho;«Il dottor Jekyll» tradotto da Fruttero & Lucentini;Risposte a 9 domande sul romanzo;La mia città è New York;"
"Naipaul Vidiadhar Surajprasad","1","«I figli della mezzanotte» di Salman Rushdie;"
"Napolitano Gian Gaspare","1","La paura di sbagliare;"
"Narvaéz Panfilo de","2","Montezuma e Cortés;"
"Negarville Celeste","11","Celeste Negarville;Autobiografia politica giovanile;L'estate del '56;"
"Neghesti- negus d'Etiopia","1","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Negri Ada","1","La «Biblioteca romantica» Mondadori;"
"Negri Cristoforo","1","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Negri Cristoforo M.","1","Senofonte, «Anabasi»;"
"Nehru Jawaharlal","2","Libri per la discussione;I nostri nervi;"
"Nekrasov Viktor Platonovič","8","«Il futuro ha un cuore antico» di Carlo Levi;Nekrasov, un caso di coscienza;Pasternak e la rivoluzione;Libri per la discussione;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Nenni Pietro","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Nerbini Giovanni","1","La storia dei sette fratelli Cervi;"
"Neri Guido","2","Lo sguardo dell'archeologo;«Biffures» di Michel Leiris;"
"Neruda Pablo","1","Un leader comunista: Vittorio Vidali;"
"Nerval Gérard de","3","4. Visibilità;«Foglio di via» di Franco Fortini;Racconti fantastici dell'Ottocento;"
"Neumann John von","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Roberto Calasso, «La rovina di Kasch»;"
"Newton Isaac","7","La luce negli occhi;1. Leggerezza;Ilya Prigogine e Isabelle Stengers, «La nuova alleanza»;"
"Nezami","9","La luce negli occhi;Le sette principesse di Nezami;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Niccolò da Cusa","1","Il libro della natura in Galileo;"
"Nicola I- zar","1","Lev Tolstoj, «Due ussari»;"
"Nicola II- zar","1","I piccoli uomini di Anton Cechov;"
"Nietzsche Friedrich Wilhelm","7","Vittorini: progettazione e letteratura;Carlo Levi, «Paura della libertà»;«L'insostenibile leggerezza dell'essere» di Milan Kundera;Manniano all'incontrario;Ilya Prigogine e Isabelle Stengers, «La nuova alleanza»;Una lettera in due versioni;Ricordo di Franco Antonicelli;"
"Nievo Ippolito","7","Natura e storia nel romanzo;I capitani di Conrad;Mancata fortuna del romanzo italiano;Risposte a 9 domande sul romanzo;Castelli di delizie e castelli del terrore;Furti ad arte (conversazione con Tullio Pericoli);Intervista di Maria Corti;"
"Nixon Richard","5","«Turbare l'universo» di Freeman Dyson;Il potente intercambiabile;"
"Nodier Charles","3","Carlo Collodi, «Pinocchio»;Cyrano sulla Luna;Racconti fantastici dell'Ottocento;"
"Novalis (Georg Philipp Friedrich von Hardenberg)","3","Scrittori che disegnano;5. Molteplicità;Gianni Rodari;"
"Novaro Angiolo Silvio","1","La «Biblioteca romantica» Mondadori;"
"Noventa Giacomo","1","Celeste Negarville;"
"Ocampo Silvina","6","«Porfiria» di Silvina Ocampo;"
"Ocampo Victoria","1","«Saggi sull'amore» di Ortega y Gasset;"
"O'Casey Sean","1","Eluard missionario, Ford democristiano, Mosca monarchico;"
"Occam Guglielmo di","2","Pietro Redondi, «Galileo eretico»;"
"O'Connel Daniel","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Odets Clifford","1","Tra i pioppi della risaia la «cinecittà» delle mondine;"
"Odoacre","1","I beatniks e il «sistema»;"
"Ojetti Ugo","1","La «Biblioteca romantica» Mondadori;"
"Oliverio- frate","1","Il terzo lato è il mare (Genova, Piazza Caricamento);"
"Omero","24","I livelli della realtà in letteratura;2. Rapidità;Appendice: Cominciare e finire;Le Odissee nell'Odissea;Ingegneri e demolitori;Saremo come Omero!;Furti ad arte (conversazione con Tullio Pericoli);Perché leggere i classici;Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;La storia dei sette fratelli Cervi;"
"O'Neill Eugene Gladstone","3","Pavese in tre libri;Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Onetti Juan Carlos","4","Onetti arrestato a Montevideo;"
"Onofri Fabrizio","2","Raymond Queneau, «Pierrot amico mio»;L'estate del '56;"
"Oppenheimer Julius Robert","3","«Turbare l'universo» di Freeman Dyson;"
"Orazio Fiacco Quinto","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Ore Oystein","1","Gerolamo Cardano;"
"Ortega y Gasset José","7","In memoria di Sergio Solmi;«Saggi sull'amore» di Ortega y Gasset;"
"Ortes Giammaria","7","Giammaria Ortes;"
"Ortese Anna Maria","1","Il rapporto con la luna;"
"Orwell George","2","Per Fourier: III. Commiato. Utopia pulviscolare;Charles Dickens, «Our Mutual Friend»;"
"Ostrovskij Aleksandr Nikolaevič","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"O'Sullivan Pat","1","4. Visibilità;"
"Ottaviano Augusto","1","Ovidio e la contiguità universale;"
"Ottieri Ottiero","3","L'antilingua;«Memoriale» di Paolo Volponi;La «tematica industriale»;"
"Ovidio Nasone Publio","25","L'enciclopedia d'un visionario;1. Leggerezza;5. Molteplicità;Ovidio e la contiguità universale;Sette fiasche di lacrime;Il fantastico nella letteratura italiana;«Amica ironia» di Guido Almansi;Un'antologia di racconti «neri»;"
"Owen Robert","2","Per Fourier: II. L'ordinatore dei desideri;Per Fourier: III. Commiato. Utopia pulviscolare;"
"Pagnini Marcello","2","Marianne Moore;"
"Pajetta Giancarlo","1","L'estate del '56;"
"Palazzeschi Aldo","7","Tre correnti del romanzo italiano d'oggi;Ricordo di Emilio Cecchi;Primo Levi, «La ricerca delle radici»;Il fantastico nella letteratura italiana;Un'antologia di racconti «neri»;La «Biblioteca romantica» Mondadori;"
"Palazzi Fernando","1","La «Biblioteca romantica» Mondadori;"
"Palmieri Renato","1","Autobiografia politica giovanile;"
"Pampaloni Geno","3","«Memoriale» di Paolo Volponi;Il terzo lato è il mare (Genova, Piazza Caricamento);Questionario 1956;"
"Pancaldo Leone","1","Savona: storia e natura;"
"Pancrazi Pietro","1","Carlo Collodi, «Pinocchio»;"
"Pandolfi Vito","1","Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Pannunzio Mario","2","L'esattezza e il caso (per Tommaso Landolfi);Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"Panofsky Erwin","2","1. Leggerezza;«Lo sguardo da lontano» di Claude Lévi-Strauss;"
"Panzieri Raniero","1","L'antitesi operaia;"
"Panzini Alfredo","2","Letteratura, città aperta?;La «Biblioteca romantica» Mondadori;"
"Paoli Roberto","1","Jorge Luis Borges;"
"Paolini Giulio","1","La squadratura (per Giulio Paolini);"
"Paolo III- papa (Alessandro Farnese)","3","Com'era nuovo il Nuovo Mondo;Guida alla «Chartreuse» a uso dei nuovi lettori;"
"Papandreu Geòrgios","1","«Fuori le mura» di Vassilikós;"
"Papini Giovanni","2","La redenzione degli oggetti;Un'antologia di racconti «neri»;"
"Pareto Vilfredo","1","La «Meditazione milanese»;"
"Parini Giuseppe","3","La città pensata: la misura degli spazi;La «Meditazione milanese»;Primo Levi, «La ricerca delle radici»;"
"Paris Gaston","1","2. Rapidità;"
"Parise Goffredo","1","Inchiesta 1966;"
"Parker Charlie","1","In memoria di Cortázar;"
"Parmenide","2","3. Esattezza;«Fato antico e fato moderno» di Giorgio de Santillana;"
"Parret Herman","1","Il libro della natura in Galileo;"
"Parri Ferruccio","1","Il midollo del leone;"
"Pascal Blaise","3","«Candide» o la velocità;Corrispondenza con Angelo Guglielmi a proposito della «Sfida al labirinto»;Pietro Redondi, «Galileo eretico»;"
"Pascoli Giovanni","3","L'esattezza e il caso (per Tommaso Landolfi);Primo Levi, «La ricerca delle radici»;Lo scoglio di Montale;"
"Pasolini Pier Paolo","33","Il mare dell'oggettività;Tre correnti del romanzo italiano d'oggi;I beatniks e il «sistema»;Non darò più fiato alle trombe;L'italiano, una lingua tra le altre lingue;L'antilingua;L'estremismo;Usi politici giusti e sbagliati della letteratura;Appendice: Sotto quella pietra;Ricordo di Lucio Mastronardi;Bachtin;Inchiesta 1966;5. Molteplicità;Letteratura e potere (su un saggio di Alberto Asor Rosa);Sade è dentro di noi (Pasolini, «Salò»);Su Pasolini: una risposta a Moravia;Ultima lettera a Pier Paolo Pasolini;Questionario 1956;La mia città è New York;"
"Pasternak Boris Leonidovič","25","Natura e storia nel romanzo;Il mare dell'oggettività;Pasternak e la rivoluzione;Risposte a 9 domande sul romanzo;"
"Pasteur Louis","2","Fleming e borsa nera, De Broglie e Bikini, Picasso e l'ortolano;"
"Pastonchi Francesco","1","La «Biblioteca romantica» Mondadori;"
"Pater Walter","1","La «Biblioteca romantica» Mondadori;"
"Pavese Cesare","98","Il midollo del leone;Natura e storia nel romanzo;Tre correnti del romanzo italiano d'oggi;Pavese: essere e fare;La sfida al labirinto;La città-romanzo in Balzac;«La Linea d'ombra» di Joseph Conrad;L' «Isola del tesoro» ha il suo segreto;Ricordo di Emilio Cecchi;Luigi Davì, l'operaio che scrive racconti;Silvio Micheli, «Pane duro»;Pavese in tre libri;«Il compagno»;«Prima che il gallo canti»;Le poesie politiche di Pavese;Pavese e i sacrifici umani;Le lettere di Pavese;«Memoriale» di Paolo Volponi;Pasternak e la rivoluzione;La letteratura italiana sulla Resistenza;Mancata fortuna del romanzo italiano;Questioni sul realismo;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;La «Biblioteca romantica» Mondadori;La «tematica industriale»;Tra i pioppi della risaia la «cinecittà» delle mondine;«Le amiche» e Pavese (lettera aperta a Michelangelo Antonioni);Quattro domande sul cinema italiano;Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;Onetti arrestato a Montevideo;Forestiero a Torino;Questionario 1956;Pavese, Carlo Levi, Robbe-Grillet, Butor, Vittorini...;Colloquio con Carlo Bo;Autobiografia politica giovanile;Colloquio con Ferdinando Camon;Ritratto di Massimo Mila;Ricordo di Felice Balbo;La mia città è New York;"
"Pavlenko","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Pavlov Ivan Petrovič","3","Pavese in tre libri;La filosofia di Raymond Queneau;Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Paz Octavio","3","Omaggio a Octavio Paz;"
"Pea Enrico","1","Silvio Micheli, «Un figlio ella disse»;"
"Pellegrin Raymond","1","La paura di sbagliare;"
"Pellizzari Pietro","2","La tradizione popolare nelle fiabe;"
"Pelorson Georges","1","La filosofia di Raymond Queneau;"
"Penna Sandro","2","Il taciturno ciarliero (per Giorgio Caproni);Primo Levi, «La ricerca delle radici»;"
"Pentich Graziana","1","La letteratura italiana sulla Resistenza;"
"Percoto Caterina","2","«È stato così» di Natalia Ginzburg;«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Perec Georges","17","5. Molteplicità;Poe tradotto da Manganelli;Ricordo di Georges Perec;Perec, «La vita istruzioni per l'uso»;Colloquio con Ferdinando Camon;"
"Pereda y Porrua José Maria de","1","La «Biblioteca romantica» Mondadori;"
"Pericoli Tullio","12","Furti ad arte (conversazione con Tullio Pericoli);"
"Perrault Charles","14","2. Rapidità;Vladimir Ja. Propp, «Le radici storiche dei racconti di fate»;«Le fiabe africane»;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;«I racconti di Mamma l'Oca» di Charles Perrault;La tradizione popolare nelle fiabe;Castelli di delizie e castelli del terrore;Sette fiasche di lacrime;"
"Perrault Pierre Darmancour","2","«I racconti di Mamma l'Oca» di Charles Perrault;"
"Perrier François","1","Per Fourier: II. L'ordinatore dei desideri;"
"Perrone Danièle","1","Ditelo coi nodi;"
"Pessoa Fernando","1","3. Esattezza;"
"Petit Juan","1","Il mondo è un carciofo (per Carlo Emilio Gadda);"
"Petófi Sándor","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Petrarca Francesco","6","Il mondo alla rovescia;La penna in prima persona (Per i disegni di Saul Steinberg);Il rovescio del sublime;2. Rapidità;Il libro, i libri;"
"Petrassi Goffredo","1","Tra i pioppi della risaia la «cinecittà» delle mondine;"
"Petrolini Vasco","1","Ricordo di Vittorio Metz;"
"Petronio","1","La filosofia di Raymond Queneau;"
"Petrov Eugenij (Kataev Eugenij Petrovič)","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Petrucci Armando","4","La città scritta: epigrafi e graffiti;"
"Pettazzoni Raffaele","1","«Le fiabe africane»;"
"Pfänder Alexander","1","«Saggi sull'amore» di Ortega y Gasset;"
"Pfeiffer Jules","1","Quaderno americano;"
"Piaget Jean","3","3. Esattezza;La filosofia di Raymond Queneau;"
"Piaggia Carlo","2","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Piattelli Palmarini Massimo","3","I livelli della realtà in letteratura;3. Esattezza;Palomar e l'enciclopedia;"
"Picabia Francis","1","La squadratura (per Giulio Paolini);"
"Picard Raymond","1","Honoré de Balzac, «I piccoli borghesi»;"
"Picasso Pablo","20","Il midollo del leone;Natura e storia nel romanzo;La sfida al labirinto;Vittorini: progettazione e letteratura;Un romanzo dentro un quadro;Questioni sul realismo;Furti ad arte (conversazione con Tullio Pericoli);Sciolti dal «giuramento»;Fleming e borsa nera, De Broglie e Bikini, Picasso e l'ortolano;Un'amara serenità;Elezioni e cultura;Nord e Roma-Sud;Autobiografia politica giovanile;"
"Pico della Mirandola Giovanni","1","1. Leggerezza;"
"Pierantoni Ruggero","5","La luce negli occhi;"
"Pierotti Gian Luca","2","Carlo Collodi, «Pinocchio»;"
"Pil'njak Boris","1","Aleksandr Fadeev, «La disfatta»;"
"Pinelli Giuseppe","2","Un progetto di rivista;La strage;"
"Pinelli Tullio","1","Le lettere di Pavese;"
"Pintor Giaime","6","Il midollo del leone;Le lettere di Pavese;Marxismo e cattolicesimo;Ricordo di Felice Balbo;"
"Pio XII- papa (Eugenio Pacelli)","4","I nostri nervi;Cartoline dall'America;Ricordo di Felice Balbo;"
"Piovene Guido","5","La letteratura italiana sulla Resistenza;Letteratura e potere (su un saggio di Alberto Asor Rosa);Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;"
"Pirandello Luigi","3","Filosofia e letteratura;I livelli della realtà in letteratura;Mancata fortuna del romanzo italiano;"
"Piranesi Giovan Battista","2","La città scritta: epigrafi e graffiti;Savona: storia e natura;"
"Pisacane Carlo","1","Autobiografia politica giovanile;"
"Pitagora","4","La luce negli occhi;1. Leggerezza;Ovidio e la contiguità universale;"
"Pitrè Giuseppe","13","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;«Mimi siciliani» di Francesco Lanza;La tradizione popolare nelle fiabe;«Novelline popolari siciliane» di Giuseppe Pitrè;"
"Pivano Fernanda","2","Le lettere di Pavese;Sherwood Anderson scrittore artigiano;"
"Pizarro Francisco","1","Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Pizzi Amilcare","1","Liguria;"
"Planck Max","1","Autobiografia politica giovanile;"
"Platone","8","Per Fourier: II. L'ordinatore dei desideri;La luce negli occhi;L'arcipelago dei luoghi immaginari;«Amica ironia» di Guido Almansi;«Saggi sull'amore» di Ortega y Gasset;«Fato antico e fato moderno» di Giorgio de Santillana;Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Plauto","2","La letteratura come proiezione del desiderio (Per l'«Anatomia della critica» di Northrop Frye);Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"Plinio il Vecchio","12","II cielo, l'uomo, l'elefante (su Plinio il Vecchio);"
"Plutarco","1","Cyrano sulla Luna;"
"Poe Edgar Allan","33","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Definizioni di territori: il fantastico;Le avventure di tre orologiai e di tre automi;3. Esattezza;4. Visibilità;Carlo Collodi, «Pinocchio»;«La Linea d'ombra» di Joseph Conrad;I capitani di Conrad;Washington Irving;Poe tradotto da Manganelli;Dino Buzzati;L'esattezza e il caso (per Tommaso Landolfi);Manganelli, «Centuria»;Sherwood Anderson scrittore artigiano;In memoria di Cortázar;Pasternak e la rivoluzione;Risposte a 9 domande sul romanzo;Castelli di delizie e castelli del terrore;Racconti fantastici dell'Ottocento;Il fantastico nella letteratura italiana;La «Einaudi Biblioteca Giovani»;La «Biblioteca romantica» Mondadori;La mia città è New York;"
